"feature","Estimate_group","pvalue","fdr","sign_group","method","vs","fold_change","log2FC"
"Taf13","Group_safe",0.997737067750213,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064368313712,0.00092833972355939
"Taf15","Group_safe",0.997621966139957,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064370781827,0.00092837530802207
"Taf1a","Group_safe",0.902222293494924,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.969346658687698,-0.0449153989768647
"Taf1b","Group_safe",0.904865609857772,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02845085261925,0.0404728523201669
"Taf1c","Group_safe",0.997991186392775,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064359688104,0.000928215362378023
"Taf1d","Group_safe",0.816288806042044,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.946546621763568,-0.0792545278589477
"Taf2","Group_safe",0.917096408937872,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.97790293822666,-0.0322368173255936
"Taf3","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Taf4a","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Taf4b","Group_safe",0.894049282037531,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.963603062477368,-0.0534891161990127
"Taf5","Group_safe",0.997991186392775,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064359688104,0.000928215362378023
"Taf5l","Group_safe",0.997797723277725,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064350181348,0.000928078297097485
"Taf6","Group_safe",0.997621966139957,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064370781827,0.00092837530802207
"Taf6l","Group_safe",0.891852517908719,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.03776785357541,0.0534837520264566
"Taf7","Group_safe",0.793077962103807,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.931597383713947,-0.102221506979002
"Taf7l","Group_safe",0.752978955783043,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.835290266672466,-0.259650467936599
"Taf8","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Taf9","Group_safe",0.99767834913244,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064378928962,0.000928492770719132
"Taf9b","Group_safe",0.895830899278992,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.964924314662265,-0.0515123080958506
"Tagap","Group_safe",0.892219558122079,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.962183255770931,-0.0556164015017654
"Tagap1","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Tagln","Group_safe",0.843449803540269,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.03912937281282,0.0553752826311571
"Tagln2","Group_safe",0.997408313468466,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064373791148,0.000928418695418159
"Tal2","Group_safe",0.998626953502126,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.999318318002286,-0.000983794593206165
"Taldo1","Group_safe",0.997512694167779,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064372522386,0.000928400402821402
"Tamm41","Group_safe",0.902423959414105,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.03006936271659,0.0427414887462974
"Tanc1","Group_safe",0.997512694167779,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064372522386,0.000928400402821402
"Tanc2","Group_safe",0.997594267578931,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064368259692,0.000928338944711834
"Tango2","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Tango6","Group_safe",0.997991186392775,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064359688104,0.000928215362378023
